"","week","indicator","inc","inc_low","inc_up","inc100","inc100_low","inc100_up","geo_insee","geo_name"
"1",201950,3,1926,756,3096,34,13,55,44,"GRAND EST"
"2",201950,3,2192,637,3747,36,10,62,75,"NOUVELLE-AQUITAINE"
"3",201950,3,3214,1724,4704,40,22,58,84,"AUVERGNE-RHONE-ALPES"
"4",201950,3,156,0,408,5,0,14,27,"BOURGOGNE-FRANCHE-COMTE"
"5",201950,3,1991,1078,2904,58,31,85,53,"BRETAGNE"
"6",201950,3,1458,724,2192,55,27,83,24,"CENTRE-VAL-DE-LOIRE"
"7",201950,3,74,0,152,22,0,45,94,"CORSE"
"8",201950,3,6643,4256,9030,54,35,73,11,"ILE-DE-FRANCE"
"9",201950,3,5064,3003,7125,85,50,120,76,"OCCITANIE"
"10",201950,3,2807,1321,4293,46,22,70,32,"HAUTS-DE-FRANCE"
"11",201950,3,667,43,1291,19,1,37,28,"NORMANDIE"
"12",201950,3,1274,338,2210,33,9,57,52,"PAYS-DE-LA-LOIRE"
"13",201950,3,5464,2523,8405,107,49,165,93,"PROVENCE-ALPES-COTE-D-AZUR"
"14",201949,3,1526,560,2492,27,10,44,44,"GRAND EST"
"15",201949,3,2401,885,3917,39,14,64,75,"NOUVELLE-AQUITAINE"
"16",201949,3,2321,969,3673,29,12,46,84,"AUVERGNE-RHONE-ALPES"
"17",201949,3,468,0,1096,16,0,38,27,"BOURGOGNE-FRANCHE-COMTE"
"18",201949,3,1220,486,1954,36,14,58,53,"BRETAGNE"
"19",201949,3,1007,428,1586,38,16,60,24,"CENTRE-VAL-DE-LOIRE"
"20",201949,3,66,0,137,20,0,41,94,"CORSE"
"21",201949,3,4737,2640,6834,39,22,56,11,"ILE-DE-FRANCE"
"22",201949,3,3679,2201,5157,62,37,87,76,"OCCITANIE"
"23",201949,3,3763,1953,5573,62,32,92,32,"HAUTS-DE-FRANCE"
"24",201949,3,1042,44,2040,30,1,59,28,"NORMANDIE"
"25",201949,3,964,280,1648,25,7,43,52,"PAYS-DE-LA-LOIRE"
"26",201949,3,3289,699,5879,64,13,115,93,"PROVENCE-ALPES-COTE-D-AZUR"
"27",201948,3,1493,388,2598,26,7,45,44,"GRAND EST"
"28",201948,3,1792,286,3298,29,4,54,75,"NOUVELLE-AQUITAINE"
"29",201948,3,1270,376,2164,16,5,27,84,"AUVERGNE-RHONE-ALPES"
"30",201948,3,649,0,1407,22,0,48,27,"BOURGOGNE-FRANCHE-COMTE"
"31",201948,3,1110,412,1808,33,12,54,53,"BRETAGNE"
"32",201948,3,642,255,1029,24,9,39,24,"CENTRE-VAL-DE-LOIRE"
"33",201948,3,64,0,142,19,0,42,94,"CORSE"
"34",201948,3,3920,1950,5890,32,16,48,11,"ILE-DE-FRANCE"
"35",201948,3,1227,406,2048,21,7,35,76,"OCCITANIE"
"36",201948,3,2828,1261,4395,46,20,72,32,"HAUTS-DE-FRANCE"
"37",201948,3,448,0,942,13,0,27,28,"NORMANDIE"
"38",201948,3,822,116,1528,21,3,39,52,"PAYS-DE-LA-LOIRE"
"39",201948,3,3997,1961,6033,78,38,118,93,"PROVENCE-ALPES-COTE-D-AZUR"
"40",201947,3,676,64,1288,12,1,23,44,"GRAND EST"
"41",201947,3,701,0,1523,12,0,25,75,"NOUVELLE-AQUITAINE"
"42",201947,3,2797,1229,4365,35,16,54,84,"AUVERGNE-RHONE-ALPES"
"43",201947,3,86,0,254,3,0,9,27,"BOURGOGNE-FRANCHE-COMTE"
"44",201947,3,949,268,1630,28,8,48,53,"BRETAGNE"
"45",201947,3,720,268,1172,27,10,44,24,"CENTRE-VAL-DE-LOIRE"
"46",201947,3,39,0,100,12,0,30,94,"CORSE"
"47",201947,3,3194,1215,5173,26,10,42,11,"ILE-DE-FRANCE"
"48",201947,3,1464,346,2582,25,6,44,76,"OCCITANIE"
"49",201947,3,1952,544,3360,32,9,55,32,"HAUTS-DE-FRANCE"
"50",201947,3,192,0,467,6,0,14,28,"NORMANDIE"
"51",201947,3,1222,461,1983,32,12,52,52,"PAYS-DE-LA-LOIRE"
"52",201947,3,2948,920,4976,58,18,98,93,"PROVENCE-ALPES-COTE-D-AZUR"
"53",201946,3,721,23,1419,13,1,25,44,"GRAND EST"
"54",201946,3,56,0,210,1,0,4,75,"NOUVELLE-AQUITAINE"
"55",201946,3,1963,797,3129,24,10,38,84,"AUVERGNE-RHONE-ALPES"
"56",201946,3,304,0,785,10,0,27,27,"BOURGOGNE-FRANCHE-COMTE"
"57",201946,3,839,200,1478,25,6,44,53,"BRETAGNE"
"58",201946,3,748,304,1192,28,11,45,24,"CENTRE-VAL-DE-LOIRE"
"59",201946,3,64,0,137,19,0,41,94,"CORSE"
"60",201946,3,2758,114,5402,22,0,44,11,"ILE-DE-FRANCE"
"61",201946,3,2802,729,4875,47,12,82,76,"OCCITANIE"
"62",201946,3,3972,1941,6003,65,32,98,32,"HAUTS-DE-FRANCE"
"63",201946,3,279,0,631,8,0,18,28,"NORMANDIE"
"64",201946,3,2044,0,4153,53,0,108,52,"PAYS-DE-LA-LOIRE"
"65",201946,3,808,0,1834,16,0,36,93,"PROVENCE-ALPES-COTE-D-AZUR"
"66",201945,3,615,0,1411,11,0,25,44,"GRAND EST"
"67",201945,3,1003,0,2242,16,0,36,75,"NOUVELLE-AQUITAINE"
"68",201945,3,1561,406,2716,19,5,33,84,"AUVERGNE-RHONE-ALPES"
"69",201945,3,219,0,651,8,0,23,27,"BOURGOGNE-FRANCHE-COMTE"
"70",201945,3,526,5,1047,15,0,30,53,"BRETAGNE"
"71",201945,3,316,47,585,12,2,22,24,"CENTRE-VAL-DE-LOIRE"
"72",201945,3,81,0,177,24,0,53,94,"CORSE"
"73",201945,3,1171,330,2012,10,3,17,11,"ILE-DE-FRANCE"
"74",201945,3,594,0,1447,10,0,24,76,"OCCITANIE"
"75",201945,3,599,0,1548,10,0,26,32,"HAUTS-DE-FRANCE"
"76",201945,3,568,0,1301,17,0,38,28,"NORMANDIE"
"77",201945,3,1582,0,3645,41,0,95,52,"PAYS-DE-LA-LOIRE"
"78",201945,3,1135,0,2406,22,0,47,93,"PROVENCE-ALPES-COTE-D-AZUR"
"79",201944,3,162,0,483,3,0,9,44,"GRAND EST"
"80",201944,3,924,0,1999,15,0,33,75,"NOUVELLE-AQUITAINE"
"81",201944,3,1229,242,2216,15,3,27,84,"AUVERGNE-RHONE-ALPES"
"82",201944,3,72,0,239,2,0,8,27,"BOURGOGNE-FRANCHE-COMTE"
"83",201944,3,1054,173,1935,31,5,57,53,"BRETAGNE"
"84",201944,3,216,0,471,8,0,18,24,"CENTRE-VAL-DE-LOIRE"
"85",201944,3,34,0,99,10,0,29,94,"CORSE"
"86",201944,3,277,0,635,2,0,5,11,"ILE-DE-FRANCE"
"87",201944,3,515,0,1060,9,0,18,76,"OCCITANIE"
"88",201944,3,905,0,1856,15,0,31,32,"HAUTS-DE-FRANCE"
"89",201944,3,1327,0,3316,39,0,97,28,"NORMANDIE"
"90",201944,3,205,0,665,5,0,17,52,"PAYS-DE-LA-LOIRE"
"91",201944,3,534,0,1400,10,0,27,93,"PROVENCE-ALPES-COTE-D-AZUR"
"92",201943,3,0,0,0,0,0,0,44,"GRAND EST"
"93",201943,3,969,0,2176,16,0,36,75,"NOUVELLE-AQUITAINE"
"94",201943,3,1316,174,2458,16,2,30,84,"AUVERGNE-RHONE-ALPES"
"95",201943,3,0,0,0,0,0,0,27,"BOURGOGNE-FRANCHE-COMTE"
"96",201943,3,830,69,1591,24,2,46,53,"BRETAGNE"
"97",201943,3,184,0,440,7,0,17,24,"CENTRE-VAL-DE-LOIRE"
"98",201943,3,82,0,164,24,0,48,94,"CORSE"
"99",201943,3,1529,52,3006,12,0,24,11,"ILE-DE-FRANCE"
"100",201943,3,1068,107,2029,18,2,34,76,"OCCITANIE"
"101",201943,3,934,3,1865,15,0,30,32,"HAUTS-DE-FRANCE"
"102",201943,3,1280,0,2615,37,0,76,28,"NORMANDIE"
"103",201943,3,1324,0,3129,34,0,81,52,"PAYS-DE-LA-LOIRE"
"104",201943,3,327,0,850,6,0,16,93,"PROVENCE-ALPES-COTE-D-AZUR"
"105",201942,3,885,77,1693,16,2,30,44,"GRAND EST"
"106",201942,3,869,0,1819,14,0,30,75,"NOUVELLE-AQUITAINE"
"107",201942,3,805,0,1657,10,0,21,84,"AUVERGNE-RHONE-ALPES"
"108",201942,3,136,0,513,5,0,18,27,"BOURGOGNE-FRANCHE-COMTE"
"109",201942,3,165,0,484,5,0,14,53,"BRETAGNE"
"110",201942,3,369,0,749,14,0,28,24,"CENTRE-VAL-DE-LOIRE"
"111",201942,3,97,9,185,29,3,55,94,"CORSE"
"112",201942,3,1639,430,2848,13,3,23,11,"ILE-DE-FRANCE"
"113",201942,3,488,0,1045,8,0,17,76,"OCCITANIE"
"114",201942,3,728,0,1522,12,0,25,32,"HAUTS-DE-FRANCE"
"115",201942,3,724,0,1638,21,0,48,28,"NORMANDIE"
"116",201942,3,360,0,908,9,0,23,52,"PAYS-DE-LA-LOIRE"
"117",201942,3,195,0,707,4,0,14,93,"PROVENCE-ALPES-COTE-D-AZUR"
"118",201941,3,465,0,1028,8,0,18,44,"GRAND EST"
"119",201941,3,736,0,1726,12,0,28,75,"NOUVELLE-AQUITAINE"
"120",201941,3,644,0,1305,8,0,16,84,"AUVERGNE-RHONE-ALPES"
"121",201941,3,238,0,665,8,0,23,27,"BOURGOGNE-FRANCHE-COMTE"
"122",201941,3,109,0,374,3,0,11,53,"BRETAGNE"
"123",201941,3,409,34,784,15,1,29,24,"CENTRE-VAL-DE-LOIRE"
"124",201941,3,47,0,112,14,0,33,94,"CORSE"
"125",201941,3,772,0,1653,6,0,13,11,"ILE-DE-FRANCE"
"126",201941,3,404,0,840,7,0,14,76,"OCCITANIE"
"127",201941,3,1045,154,1936,17,2,32,32,"HAUTS-DE-FRANCE"
"128",201941,3,926,54,1798,27,2,52,28,"NORMANDIE"
"129",201941,3,642,0,1372,17,0,36,52,"PAYS-DE-LA-LOIRE"
"130",201941,3,412,0,1240,8,0,24,93,"PROVENCE-ALPES-COTE-D-AZUR"
"131",201940,3,238,0,552,4,0,10,44,"GRAND EST"
"132",201940,3,722,0,1561,12,0,26,75,"NOUVELLE-AQUITAINE"
"133",201940,3,503,0,1102,6,0,13,84,"AUVERGNE-RHONE-ALPES"
"134",201940,3,0,0,0,0,0,0,27,"BOURGOGNE-FRANCHE-COMTE"
"135",201940,3,731,115,1347,21,3,39,53,"BRETAGNE"
"136",201940,3,443,0,942,17,0,36,24,"CENTRE-VAL-DE-LOIRE"
"137",201940,3,20,0,63,6,0,19,94,"CORSE"
"138",201940,3,1111,169,2053,9,1,17,11,"ILE-DE-FRANCE"
"139",201940,3,820,19,1621,14,1,27,76,"OCCITANIE"
"140",201940,3,2327,106,4548,38,2,74,32,"HAUTS-DE-FRANCE"
"141",201940,3,908,48,1768,27,2,52,28,"NORMANDIE"
"142",201940,3,113,0,427,3,0,11,52,"PAYS-DE-LA-LOIRE"
"143",201940,3,390,0,1218,8,0,24,93,"PROVENCE-ALPES-COTE-D-AZUR"
"144",201939,3,98,0,332,2,0,6,44,"GRAND EST"
"145",201939,3,1038,0,2108,17,0,35,75,"NOUVELLE-AQUITAINE"
"146",201939,3,249,0,561,3,0,7,84,"AUVERGNE-RHONE-ALPES"
"147",201939,3,0,0,0,0,0,0,27,"BOURGOGNE-FRANCHE-COMTE"
"148",201939,3,725,155,1295,21,4,38,53,"BRETAGNE"
"149",201939,3,257,0,561,10,0,21,24,"CENTRE-VAL-DE-LOIRE"
"150",201939,3,0,0,0,0,0,0,94,"CORSE"
"151",201939,3,839,0,1789,7,0,15,11,"ILE-DE-FRANCE"
"152",201939,3,395,0,1147,7,0,20,76,"OCCITANIE"
"153",201939,3,2515,346,4684,41,5,77,32,"HAUTS-DE-FRANCE"
"154",201939,3,736,0,1614,22,0,48,28,"NORMANDIE"
"155",201939,3,119,0,449,3,0,12,52,"PAYS-DE-LA-LOIRE"
"156",201939,3,0,0,0,0,0,0,93,"PROVENCE-ALPES-COTE-D-AZUR"
"157",201938,3,52,0,213,1,0,4,44,"GRAND EST"
"158",201938,3,306,0,992,5,0,16,75,"NOUVELLE-AQUITAINE"
"159",201938,3,360,0,735,4,0,9,84,"AUVERGNE-RHONE-ALPES"
"160",201938,3,0,0,0,0,0,0,27,"BOURGOGNE-FRANCHE-COMTE"
"161",201938,3,647,20,1274,19,1,37,53,"BRETAGNE"
"162",201938,3,170,0,419,6,0,15,24,"CENTRE-VAL-DE-LOIRE"
"163",201938,3,59,0,130,18,0,39,94,"CORSE"
"164",201938,3,920,0,1861,8,0,16,11,"ILE-DE-FRANCE"
"165",201938,3,0,0,0,0,0,0,76,"OCCITANIE"
"166",201938,3,1098,0,2211,18,0,36,32,"HAUTS-DE-FRANCE"
"167",201938,3,415,0,1110,12,0,32,28,"NORMANDIE"
"168",201938,3,482,0,1050,13,0,28,52,"PAYS-DE-LA-LOIRE"
"169",201938,3,141,0,466,3,0,9,93,"PROVENCE-ALPES-COTE-D-AZUR"
"170",201937,3,72,0,255,1,0,4,44,"GRAND EST"
"171",201937,3,349,0,1003,6,0,17,75,"NOUVELLE-AQUITAINE"
"172",201937,3,133,0,438,2,0,6,84,"AUVERGNE-RHONE-ALPES"
"173",201937,3,27,0,133,1,0,5,27,"BOURGOGNE-FRANCHE-COMTE"
"174",201937,3,229,0,617,7,0,18,53,"BRETAGNE"
"175",201937,3,118,0,311,4,0,11,24,"CENTRE-VAL-DE-LOIRE"
"176",201937,3,43,0,105,13,0,31,94,"CORSE"
"177",201937,3,647,0,1445,5,0,12,11,"ILE-DE-FRANCE"
"178",201937,3,0,0,0,0,0,0,76,"OCCITANIE"
"179",201937,3,504,0,1249,8,0,20,32,"HAUTS-DE-FRANCE"
"180",201937,3,76,0,423,2,0,12,28,"NORMANDIE"
"181",201937,3,593,0,1814,15,0,47,52,"PAYS-DE-LA-LOIRE"
"182",201937,3,237,0,649,5,0,13,93,"PROVENCE-ALPES-COTE-D-AZUR"
"183",201936,3,0,0,0,0,0,0,44,"GRAND EST"
"184",201936,3,246,0,692,4,0,11,75,"NOUVELLE-AQUITAINE"
"185",201936,3,26,0,104,0,0,1,84,"AUVERGNE-RHONE-ALPES"
"186",201936,3,45,0,161,2,0,6,27,"BOURGOGNE-FRANCHE-COMTE"
"187",201936,3,44,0,217,1,0,6,53,"BRETAGNE"
"188",201936,3,9,0,64,0,0,2,24,"CENTRE-VAL-DE-LOIRE"
"189",201936,3,12,0,47,4,0,15,94,"CORSE"
"190",201936,3,408,0,1023,3,0,8,11,"ILE-DE-FRANCE"
"191",201936,3,203,0,620,3,0,10,76,"OCCITANIE"
"192",201936,3,362,0,912,6,0,15,32,"HAUTS-DE-FRANCE"
"193",201936,3,0,0,0,0,0,0,28,"NORMANDIE"
"194",201936,3,0,0,0,0,0,0,52,"PAYS-DE-LA-LOIRE"
"195",201936,3,382,0,1131,7,0,22,93,"PROVENCE-ALPES-COTE-D-AZUR"
"196",201935,3,0,0,0,0,0,0,44,"GRAND EST"
"197",201935,3,141,0,618,2,0,10,75,"NOUVELLE-AQUITAINE"
"198",201935,3,0,0,0,0,0,0,84,"AUVERGNE-RHONE-ALPES"
"199",201935,3,15,0,87,1,0,3,27,"BOURGOGNE-FRANCHE-COMTE"
"200",201935,3,0,0,0,0,0,0,53,"BRETAGNE"
"201",201935,3,80,0,259,3,0,10,24,"CENTRE-VAL-DE-LOIRE"
"202",201935,3,0,0,0,0,0,0,94,"CORSE"
"203",201935,3,0,0,0,0,0,0,11,"ILE-DE-FRANCE"
"204",201935,3,402,0,1067,7,0,18,76,"OCCITANIE"
"205",201935,3,186,0,551,3,0,9,32,"HAUTS-DE-FRANCE"
"206",201935,3,219,0,648,6,0,19,28,"NORMANDIE"
"207",201935,3,0,0,0,0,0,0,52,"PAYS-DE-LA-LOIRE"
"208",201935,3,0,0,0,0,0,0,93,"PROVENCE-ALPES-COTE-D-AZUR"
"209",201934,3,0,0,0,0,0,0,44,"GRAND EST"
"210",201934,3,0,0,0,0,0,0,75,"NOUVELLE-AQUITAINE"
"211",201934,3,0,0,0,0,0,0,84,"AUVERGNE-RHONE-ALPES"
"212",201934,3,0,0,0,0,0,0,27,"BOURGOGNE-FRANCHE-COMTE"
"213",201934,3,164,0,485,5,0,14,53,"BRETAGNE"
"214",201934,3,14,0,96,1,0,4,24,"CENTRE-VAL-DE-LOIRE"
"215",201934,3,0,0,0,0,0,0,94,"CORSE"
"216",201934,3,353,0,843,3,0,7,11,"ILE-DE-FRANCE"
"217",201934,3,212,0,627,4,0,11,76,"OCCITANIE"
"218",201934,3,554,0,1531,9,0,25,32,"HAUTS-DE-FRANCE"
"219",201934,3,0,0,0,0,0,0,28,"NORMANDIE"
"220",201934,3,0,0,0,0,0,0,52,"PAYS-DE-LA-LOIRE"
"221",201934,3,0,0,0,0,0,0,93,"PROVENCE-ALPES-COTE-D-AZUR"
"222",201933,3,0,0,0,0,0,0,44,"GRAND EST"
"223",201933,3,0,0,0,0,0,0,75,"NOUVELLE-AQUITAINE"
"224",201933,3,0,0,0,0,0,0,84,"AUVERGNE-RHONE-ALPES"
"225",201933,3,0,0,0,0,0,0,27,"BOURGOGNE-FRANCHE-COMTE"
"226",201933,3,1113,0,2707,33,0,80,53,"BRETAGNE"
"227",201933,3,0,0,0,0,0,0,24,"CENTRE-VAL-DE-LOIRE"
"228",201933,3,0,0,0,0,0,0,94,"CORSE"
"229",201933,3,0,0,0,0,0,0,11,"ILE-DE-FRANCE"
"230",201933,3,0,0,0,0,0,0,76,"OCCITANIE"
"231",201933,3,116,0,572,2,0,9,32,"HAUTS-DE-FRANCE"
"232",201933,3,219,0,648,6,0,19,28,"NORMANDIE"
"233",201933,3,0,0,0,0,0,0,52,"PAYS-DE-LA-LOIRE"
"234",201933,3,517,0,1531,10,0,30,93,"PROVENCE-ALPES-COTE-D-AZUR"
"235",201932,3,0,0,0,0,0,0,44,"GRAND EST"
"236",201932,3,129,0,749,2,0,12,75,"NOUVELLE-AQUITAINE"
"237",201932,3,527,0,1560,7,0,20,84,"AUVERGNE-RHONE-ALPES"
"238",201932,3,0,0,0,0,0,0,27,"BOURGOGNE-FRANCHE-COMTE"
"239",201932,3,613,0,1815,18,0,53,53,"BRETAGNE"
"240",201932,3,0,0,0,0,0,0,24,"CENTRE-VAL-DE-LOIRE"
"241",201932,3,0,0,0,0,0,0,94,"CORSE"
"242",201932,3,0,0,0,0,0,0,11,"ILE-DE-FRANCE"
"243",201932,3,126,0,553,2,0,9,76,"OCCITANIE"
"244",201932,3,0,0,0,0,0,0,32,"HAUTS-DE-FRANCE"
"245",201932,3,146,0,496,4,0,14,28,"NORMANDIE"
"246",201932,3,0,0,0,0,0,0,52,"PAYS-DE-LA-LOIRE"
"247",201932,3,717,0,1892,14,0,37,93,"PROVENCE-ALPES-COTE-D-AZUR"
"248",201931,3,0,0,0,0,0,0,44,"GRAND EST"
"249",201931,3,201,0,717,3,0,11,75,"NOUVELLE-AQUITAINE"
"250",201931,3,471,0,1248,6,0,16,84,"AUVERGNE-RHONE-ALPES"
"251",201931,3,0,0,0,0,0,0,27,"BOURGOGNE-FRANCHE-COMTE"
"252",201931,3,1492,0,3449,44,0,101,53,"BRETAGNE"
"253",201931,3,0,0,0,0,0,0,24,"CENTRE-VAL-DE-LOIRE"
"254",201931,3,29,0,77,9,0,23,94,"CORSE"
"255",201931,3,0,0,0,0,0,0,11,"ILE-DE-FRANCE"
"256",201931,3,178,0,605,3,0,10,76,"OCCITANIE"
"257",201931,3,105,0,343,2,0,6,32,"HAUTS-DE-FRANCE"
"258",201931,3,228,0,616,7,0,18,28,"NORMANDIE"
"259",201931,3,0,0,0,0,0,0,52,"PAYS-DE-LA-LOIRE"
"260",201931,3,278,0,999,5,0,19,93,"PROVENCE-ALPES-COTE-D-AZUR"
"261",201930,3,0,0,0,0,0,0,44,"GRAND EST"
"262",201930,3,76,0,373,1,0,6,75,"NOUVELLE-AQUITAINE"
"263",201930,3,54,0,219,1,0,3,84,"AUVERGNE-RHONE-ALPES"
"264",201930,3,0,0,0,0,0,0,27,"BOURGOGNE-FRANCHE-COMTE"
"265",201930,3,2178,0,4569,64,0,134,53,"BRETAGNE"
"266",201930,3,0,0,0,0,0,0,24,"CENTRE-VAL-DE-LOIRE"
"267",201930,3,46,0,115,14,0,34,94,"CORSE"
"268",201930,3,133,0,393,1,0,3,11,"ILE-DE-FRANCE"
"269",201930,3,18,0,122,0,0,2,76,"OCCITANIE"
"270",201930,3,300,0,834,5,0,14,32,"HAUTS-DE-FRANCE"
"271",201930,3,0,0,0,0,0,0,28,"NORMANDIE"
"272",201930,3,0,0,0,0,0,0,52,"PAYS-DE-LA-LOIRE"
"273",201930,3,0,0,0,0,0,0,93,"PROVENCE-ALPES-COTE-D-AZUR"
"274",201929,3,0,0,0,0,0,0,44,"GRAND EST"
"275",201929,3,0,0,0,0,0,0,75,"NOUVELLE-AQUITAINE"
"276",201929,3,0,0,0,0,0,0,84,"AUVERGNE-RHONE-ALPES"
"277",201929,3,0,0,0,0,0,0,27,"BOURGOGNE-FRANCHE-COMTE"
"278",201929,3,491,0,1452,14,0,42,53,"BRETAGNE"
"279",201929,3,0,0,0,0,0,0,24,"CENTRE-VAL-DE-LOIRE"
"280",201929,3,50,0,121,15,0,36,94,"CORSE"
"281",201929,3,0,0,0,0,0,0,11,"ILE-DE-FRANCE"
"282",201929,3,311,0,788,5,0,13,76,"OCCITANIE"
"283",201929,3,0,0,0,0,0,0,32,"HAUTS-DE-FRANCE"
"284",201929,3,296,0,707,9,0,21,28,"NORMANDIE"
"285",201929,3,0,0,0,0,0,0,52,"PAYS-DE-LA-LOIRE"
"286",201929,3,638,0,1522,13,0,30,93,"PROVENCE-ALPES-COTE-D-AZUR"
"287",201928,3,0,0,0,0,0,0,44,"GRAND EST"
"288",201928,3,0,0,0,0,0,0,75,"NOUVELLE-AQUITAINE"
"289",201928,3,0,0,0,0,0,0,84,"AUVERGNE-RHONE-ALPES"
"290",201928,3,0,0,0,0,0,0,27,"BOURGOGNE-FRANCHE-COMTE"
"291",201928,3,497,0,1550,15,0,46,53,"BRETAGNE"
"292",201928,3,126,0,373,5,0,14,24,"CENTRE-VAL-DE-LOIRE"
"293",201928,3,25,0,71,7,0,21,94,"CORSE"
"294",201928,3,670,0,3895,5,0,31,11,"ILE-DE-FRANCE"
"295",201928,3,281,0,832,5,0,14,76,"OCCITANIE"
"296",201928,3,0,0,0,0,0,0,32,"HAUTS-DE-FRANCE"
"297",201928,3,0,0,0,0,0,0,28,"NORMANDIE"
"298",201928,3,235,0,634,6,0,16,52,"PAYS-DE-LA-LOIRE"
"299",201928,3,0,0,0,0,0,0,93,"PROVENCE-ALPES-COTE-D-AZUR"
"300",201927,3,150,0,444,3,0,8,44,"GRAND EST"
"301",201927,3,0,0,0,0,0,0,75,"NOUVELLE-AQUITAINE"
"302",201927,3,203,0,546,3,0,7,84,"AUVERGNE-RHONE-ALPES"
"303",201927,3,0,0,0,0,0,0,27,"BOURGOGNE-FRANCHE-COMTE"
"304",201927,3,1866,0,4061,55,0,119,53,"BRETAGNE"
"305",201927,3,0,0,0,0,0,0,24,"CENTRE-VAL-DE-LOIRE"
"306",201927,3,0,0,0,0,0,0,94,"CORSE"
"307",201927,3,585,0,1660,5,0,14,11,"ILE-DE-FRANCE"
"308",201927,3,172,0,586,3,0,10,76,"OCCITANIE"
"309",201927,3,0,0,0,0,0,0,32,"HAUTS-DE-FRANCE"
"310",201927,3,22,0,128,1,0,4,28,"NORMANDIE"
"311",201927,3,89,0,303,2,0,8,52,"PAYS-DE-LA-LOIRE"
"312",201927,3,319,0,944,6,0,18,93,"PROVENCE-ALPES-COTE-D-AZUR"
"313",201926,3,0,0,0,0,0,0,44,"GRAND EST"
"314",201926,3,389,0,1151,6,0,18,75,"NOUVELLE-AQUITAINE"
"315",201926,3,100,0,330,1,0,4,84,"AUVERGNE-RHONE-ALPES"
"316",201926,3,0,0,0,0,0,0,27,"BOURGOGNE-FRANCHE-COMTE"
"317",201926,3,545,0,1162,16,0,34,53,"BRETAGNE"
"318",201926,3,0,0,0,0,0,0,24,"CENTRE-VAL-DE-LOIRE"
"319",201926,3,0,0,0,0,0,0,94,"CORSE"
"320",201926,3,441,0,1564,4,0,13,11,"ILE-DE-FRANCE"
"321",201926,3,263,0,779,4,0,13,76,"OCCITANIE"
"322",201926,3,0,0,0,0,0,0,32,"HAUTS-DE-FRANCE"
"323",201926,3,77,0,276,2,0,8,28,"NORMANDIE"
"324",201926,3,0,0,0,0,0,0,52,"PAYS-DE-LA-LOIRE"
"325",201926,3,0,0,0,0,0,0,93,"PROVENCE-ALPES-COTE-D-AZUR"
"326",201925,3,35,0,171,1,0,3,44,"GRAND EST"
"327",201925,3,0,0,0,0,0,0,75,"NOUVELLE-AQUITAINE"
"328",201925,3,60,0,201,1,0,3,84,"AUVERGNE-RHONE-ALPES"
"329",201925,3,0,0,0,0,0,0,27,"BOURGOGNE-FRANCHE-COMTE"
"330",201925,3,1402,0,3345,41,0,98,53,"BRETAGNE"
"331",201925,3,68,0,202,3,0,8,24,"CENTRE-VAL-DE-LOIRE"
"332",201925,3,2,0,18,1,0,6,94,"CORSE"
"333",201925,3,757,0,1946,6,0,16,11,"ILE-DE-FRANCE"
"334",201925,3,252,0,679,4,0,11,76,"OCCITANIE"
"335",201925,3,0,0,0,0,0,0,32,"HAUTS-DE-FRANCE"
"336",201925,3,57,0,224,2,0,7,28,"NORMANDIE"
"337",201925,3,0,0,0,0,0,0,52,"PAYS-DE-LA-LOIRE"
"338",201925,3,0,0,0,0,0,0,93,"PROVENCE-ALPES-COTE-D-AZUR"
"339",201924,3,94,0,306,2,0,6,44,"GRAND EST"
"340",201924,3,0,0,0,0,0,0,75,"NOUVELLE-AQUITAINE"
"341",201924,3,23,0,125,0,0,1,84,"AUVERGNE-RHONE-ALPES"
"342",201924,3,0,0,0,0,0,0,27,"BOURGOGNE-FRANCHE-COMTE"
"343",201924,3,601,0,1874,18,0,55,53,"BRETAGNE"
"344",201924,3,0,0,0,0,0,0,24,"CENTRE-VAL-DE-LOIRE"
"345",201924,3,33,0,94,10,0,28,94,"CORSE"
"346",201924,3,0,0,0,0,0,0,11,"ILE-DE-FRANCE"
"347",201924,3,259,0,766,4,0,13,76,"OCCITANIE"
"348",201924,3,0,0,0,0,0,0,32,"HAUTS-DE-FRANCE"
"349",201924,3,123,0,340,4,0,10,28,"NORMANDIE"
"350",201924,3,0,0,0,0,0,0,52,"PAYS-DE-LA-LOIRE"
"351",201924,3,0,0,0,0,0,0,93,"PROVENCE-ALPES-COTE-D-AZUR"
"352",201923,3,0,0,0,0,0,0,44,"GRAND EST"
"353",201923,3,0,0,0,0,0,0,75,"NOUVELLE-AQUITAINE"
"354",201923,3,0,0,0,0,0,0,84,"AUVERGNE-RHONE-ALPES"
"355",201923,3,0,0,0,0,0,0,27,"BOURGOGNE-FRANCHE-COMTE"
"356",201923,3,5008,1336,8680,147,39,255,53,"BRETAGNE"
"357",201923,3,0,0,0,0,0,0,24,"CENTRE-VAL-DE-LOIRE"
"358",201923,3,23,0,75,7,0,23,94,"CORSE"
"359",201923,3,0,0,0,0,0,0,11,"ILE-DE-FRANCE"
"360",201923,3,155,0,527,3,0,9,76,"OCCITANIE"
"361",201923,3,0,0,0,0,0,0,32,"HAUTS-DE-FRANCE"
"362",201923,3,214,0,597,6,0,17,28,"NORMANDIE"
"363",201923,3,10,0,77,0,0,2,52,"PAYS-DE-LA-LOIRE"
"364",201923,3,0,0,0,0,0,0,93,"PROVENCE-ALPES-COTE-D-AZUR"
