"","week","indicator","inc","inc_low","inc_up","inc100","inc100_low","inc100_up","geo_insee","geo_name"
"10617",200417,3,0,0,0,0,0,0,76,"OCCITANIE"
"10618",200417,3,0,0,0,0,0,0,32,"HAUTS-DE-FRANCE"
"10619",200417,3,0,0,0,0,0,0,28,"NORMANDIE"
"10620",200417,3,152,0,747,5,0,23,52,"PAYS-DE-LA-LOIRE"
"10621",200417,3,0,0,0,0,0,0,93,"PROVENCE-ALPES-COTE-D-AZUR"
"10622",200416,3,0,0,0,0,0,0,44,"GRAND EST"
"10623",200416,3,0,0,0,0,0,0,75,"NOUVELLE-AQUITAINE"
"10624",200416,3,3560,0,7204,49,0,99,84,"AUVERGNE-RHONE-ALPES"
"10625",200416,3,0,0,0,0,0,0,27,"BOURGOGNE-FRANCHE-COMTE"
"10626",200416,3,248,0,901,8,0,30,53,"BRETAGNE"
"10627",200416,3,175,0,517,7,0,21,24,"CENTRE-VAL-DE-LOIRE"
"10628",200416,3,0,NA,NA,0,NA,NA,94,"CORSE"
"10629",200416,3,61,0,286,1,0,3,11,"ILE-DE-FRANCE"
"10630",200416,3,0,0,0,0,0,0,76,"OCCITANIE"
"10631",200416,3,0,0,0,0,0,0,32,"HAUTS-DE-FRANCE"
"10632",200416,3,265,0,718,8,0,22,28,"NORMANDIE"
"10633",200416,3,455,0,1485,14,0,45,52,"PAYS-DE-LA-LOIRE"
"10634",200416,3,0,0,0,0,0,0,93,"PROVENCE-ALPES-COTE-D-AZUR"
"10635",200415,3,450,0,1274,8,0,23,44,"GRAND EST"
"10636",200415,3,213,0,1098,4,0,20,75,"NOUVELLE-AQUITAINE"
"10637",200415,3,2047,0,4116,28,0,57,84,"AUVERGNE-RHONE-ALPES"
"10638",200415,3,466,0,1452,17,0,53,27,"BOURGOGNE-FRANCHE-COMTE"
"10639",200415,3,198,0,782,7,0,26,53,"BRETAGNE"
"10640",200415,3,0,0,0,0,0,0,24,"CENTRE-VAL-DE-LOIRE"
"10641",200415,3,0,NA,NA,0,NA,NA,94,"CORSE"
"10642",200415,3,1721,0,3727,15,0,33,11,"ILE-DE-FRANCE"
"10643",200415,3,214,0,776,4,0,15,76,"OCCITANIE"
"10644",200415,3,1009,0,2987,17,0,51,32,"HAUTS-DE-FRANCE"
"10645",200415,3,66,0,238,2,0,7,28,"NORMANDIE"
"10646",200415,3,0,0,0,0,0,0,52,"PAYS-DE-LA-LOIRE"
"10647",200415,3,194,0,904,4,0,19,93,"PROVENCE-ALPES-COTE-D-AZUR"
"10648",200414,3,808,0,1969,15,0,36,44,"GRAND EST"
"10649",200414,3,457,0,1131,8,0,20,75,"NOUVELLE-AQUITAINE"
"10650",200414,3,1034,0,2341,14,0,32,84,"AUVERGNE-RHONE-ALPES"
"10651",200414,3,78,0,480,3,0,18,27,"BOURGOGNE-FRANCHE-COMTE"
"10652",200414,3,298,0,882,10,0,29,53,"BRETAGNE"
"10653",200414,3,175,0,517,7,0,21,24,"CENTRE-VAL-DE-LOIRE"
"10654",200414,3,0,NA,NA,0,NA,NA,94,"CORSE"
"10655",200414,3,1438,263,2613,13,3,23,11,"ILE-DE-FRANCE"
"10656",200414,3,359,0,983,7,0,19,76,"OCCITANIE"
"10657",200414,3,3376,0,7196,57,0,122,32,"HAUTS-DE-FRANCE"
"10658",200414,3,0,0,0,0,0,0,28,"NORMANDIE"
"10659",200414,3,324,0,958,10,0,29,52,"PAYS-DE-LA-LOIRE"
"10660",200414,3,2086,0,4212,45,0,91,93,"PROVENCE-ALPES-COTE-D-AZUR"
"10661",200413,3,0,0,0,0,0,0,44,"GRAND EST"
"10662",200413,3,1681,0,3425,31,0,63,75,"NOUVELLE-AQUITAINE"
"10663",200413,3,1453,0,3448,20,0,48,84,"AUVERGNE-RHONE-ALPES"
"10664",200413,3,0,0,0,0,0,0,27,"BOURGOGNE-FRANCHE-COMTE"
"10665",200413,3,0,0,0,0,0,0,53,"BRETAGNE"
"10666",200413,3,651,0,1318,26,0,53,24,"CENTRE-VAL-DE-LOIRE"
"10667",200413,3,0,NA,NA,0,NA,NA,94,"CORSE"
"10668",200413,3,1829,0,3935,16,0,35,11,"ILE-DE-FRANCE"
"10669",200413,3,135,0,399,3,0,8,76,"OCCITANIE"
"10670",200413,3,0,0,0,0,0,0,32,"HAUTS-DE-FRANCE"
"10671",200413,3,0,0,0,0,0,0,28,"NORMANDIE"
"10672",200413,3,0,0,0,0,0,0,52,"PAYS-DE-LA-LOIRE"
"10673",200413,3,0,0,0,0,0,0,93,"PROVENCE-ALPES-COTE-D-AZUR"
"10674",200412,3,336,0,994,6,0,18,44,"GRAND EST"
"10675",200412,3,1668,0,3362,31,0,62,75,"NOUVELLE-AQUITAINE"
"10676",200412,3,3539,0,7145,49,0,99,84,"AUVERGNE-RHONE-ALPES"
"10677",200412,3,319,0,945,12,0,35,27,"BOURGOGNE-FRANCHE-COMTE"
"10678",200412,3,224,0,662,7,0,22,53,"BRETAGNE"
"10679",200412,3,603,0,1251,24,0,50,24,"CENTRE-VAL-DE-LOIRE"
"10680",200412,3,0,NA,NA,0,NA,NA,94,"CORSE"
"10681",200412,3,3788,0,7944,34,0,71,11,"ILE-DE-FRANCE"
"10682",200412,3,425,0,1127,8,0,22,76,"OCCITANIE"
"10683",200412,3,675,0,2383,11,0,40,32,"HAUTS-DE-FRANCE"
"10684",200412,3,0,0,0,0,0,0,28,"NORMANDIE"
"10685",200412,3,0,0,0,0,0,0,52,"PAYS-DE-LA-LOIRE"
"10686",200412,3,0,0,0,0,0,0,93,"PROVENCE-ALPES-COTE-D-AZUR"
"10687",200411,3,1103,153,2053,20,3,37,44,"GRAND EST"
"10688",200411,3,313,0,976,6,0,18,75,"NOUVELLE-AQUITAINE"
"10689",200411,3,3287,186,6388,46,3,89,84,"AUVERGNE-RHONE-ALPES"
"10690",200411,3,98,0,430,4,0,16,27,"BOURGOGNE-FRANCHE-COMTE"
"10691",200411,3,0,0,0,0,0,0,53,"BRETAGNE"
"10692",200411,3,0,0,0,0,0,0,24,"CENTRE-VAL-DE-LOIRE"
"10693",200411,3,0,NA,NA,0,NA,NA,94,"CORSE"
"10694",200411,3,2813,386,5240,25,3,47,11,"ILE-DE-FRANCE"
"10695",200411,3,605,0,1428,12,0,28,76,"OCCITANIE"
"10696",200411,3,2026,0,5382,34,0,91,32,"HAUTS-DE-FRANCE"
"10697",200411,3,0,0,0,0,0,0,28,"NORMANDIE"
"10698",200411,3,174,0,810,5,0,24,52,"PAYS-DE-LA-LOIRE"
"10699",200411,3,331,0,1188,7,0,25,93,"PROVENCE-ALPES-COTE-D-AZUR"
"10700",200410,3,1106,193,2019,20,3,37,44,"GRAND EST"
"10701",200410,3,0,0,0,0,0,0,75,"NOUVELLE-AQUITAINE"
"10702",200410,3,587,0,1387,8,0,19,84,"AUVERGNE-RHONE-ALPES"
"10703",200410,3,1512,0,3109,55,0,113,27,"BOURGOGNE-FRANCHE-COMTE"
"10704",200410,3,0,0,0,0,0,0,53,"BRETAGNE"
"10705",200410,3,0,0,0,0,0,0,24,"CENTRE-VAL-DE-LOIRE"
"10706",200410,3,0,NA,NA,0,NA,NA,94,"CORSE"
"10707",200410,3,3126,1315,4937,28,12,44,11,"ILE-DE-FRANCE"
"10708",200410,3,586,0,1445,11,0,28,76,"OCCITANIE"
"10709",200410,3,15178,0,32354,257,0,548,32,"HAUTS-DE-FRANCE"
"10710",200410,3,0,0,0,0,0,0,28,"NORMANDIE"
"10711",200410,3,1097,0,2696,33,0,81,52,"PAYS-DE-LA-LOIRE"
"10712",200410,3,1933,0,4100,41,0,87,93,"PROVENCE-ALPES-COTE-D-AZUR"
"10713",200409,3,2132,762,3502,39,14,64,44,"GRAND EST"
"10714",200409,3,476,0,1409,9,0,26,75,"NOUVELLE-AQUITAINE"
"10715",200409,3,786,0,1574,11,0,22,84,"AUVERGNE-RHONE-ALPES"
"10716",200409,3,1150,112,2188,42,4,80,27,"BOURGOGNE-FRANCHE-COMTE"
"10717",200409,3,26,0,162,1,0,6,53,"BRETAGNE"
"10718",200409,3,95,0,445,4,0,18,24,"CENTRE-VAL-DE-LOIRE"
"10719",200409,3,0,NA,NA,0,NA,NA,94,"CORSE"
"10720",200409,3,244,0,721,2,0,6,11,"ILE-DE-FRANCE"
"10721",200409,3,414,0,1243,8,0,24,76,"OCCITANIE"
"10722",200409,3,0,0,0,0,0,0,32,"HAUTS-DE-FRANCE"
"10723",200409,3,0,0,0,0,0,0,28,"NORMANDIE"
"10724",200409,3,387,0,1337,12,0,40,52,"PAYS-DE-LA-LOIRE"
"10725",200409,3,1546,0,3399,33,0,73,93,"PROVENCE-ALPES-COTE-D-AZUR"
"10726",200408,3,1358,0,2742,25,0,50,44,"GRAND EST"
"10727",200408,3,1897,111,3683,35,2,68,75,"NOUVELLE-AQUITAINE"
"10728",200408,3,3364,762,5966,47,11,83,84,"AUVERGNE-RHONE-ALPES"
"10729",200408,3,339,0,791,12,0,28,27,"BOURGOGNE-FRANCHE-COMTE"
"10730",200408,3,157,0,490,5,0,16,53,"BRETAGNE"
"10731",200408,3,245,0,669,10,0,27,24,"CENTRE-VAL-DE-LOIRE"
"10732",200408,3,209,0,618,77,0,227,94,"CORSE"
"10733",200408,3,451,0,1077,4,0,10,11,"ILE-DE-FRANCE"
"10734",200408,3,2038,0,4915,40,0,96,76,"OCCITANIE"
"10735",200408,3,1413,0,4131,24,0,70,32,"HAUTS-DE-FRANCE"
"10736",200408,3,0,0,0,0,0,0,28,"NORMANDIE"
"10737",200408,3,232,0,1102,7,0,33,52,"PAYS-DE-LA-LOIRE"
"10738",200408,3,931,0,2568,20,0,55,93,"PROVENCE-ALPES-COTE-D-AZUR"
"10739",200407,3,306,0,719,6,0,14,44,"GRAND EST"
"10740",200407,3,2182,519,3845,40,9,71,75,"NOUVELLE-AQUITAINE"
"10741",200407,3,2936,407,5465,41,6,76,84,"AUVERGNE-RHONE-ALPES"
"10742",200407,3,788,0,1647,29,0,60,27,"BOURGOGNE-FRANCHE-COMTE"
"10743",200407,3,87,0,486,3,0,16,53,"BRETAGNE"
"10744",200407,3,386,0,931,16,0,38,24,"CENTRE-VAL-DE-LOIRE"
"10745",200407,3,149,0,441,55,0,162,94,"CORSE"
"10746",200407,3,2534,755,4313,22,6,38,11,"ILE-DE-FRANCE"
"10747",200407,3,2597,0,5814,50,0,113,76,"OCCITANIE"
"10748",200407,3,2981,0,6055,51,0,103,32,"HAUTS-DE-FRANCE"
"10749",200407,3,233,0,850,7,0,26,28,"NORMANDIE"
"10750",200407,3,0,0,0,0,0,0,52,"PAYS-DE-LA-LOIRE"
"10751",200407,3,1078,0,2762,23,0,59,93,"PROVENCE-ALPES-COTE-D-AZUR"
"10752",200406,3,1006,0,2071,18,0,38,44,"GRAND EST"
"10753",200406,3,1534,13,3055,28,0,56,75,"NOUVELLE-AQUITAINE"
"10754",200406,3,9437,4363,14511,131,61,201,84,"AUVERGNE-RHONE-ALPES"
"10755",200406,3,784,79,1489,29,3,55,27,"BOURGOGNE-FRANCHE-COMTE"
"10756",200406,3,644,0,1532,21,0,50,53,"BRETAGNE"
"10757",200406,3,429,0,1116,17,0,45,24,"CENTRE-VAL-DE-LOIRE"
"10758",200406,3,0,0,0,0,0,0,94,"CORSE"
"10759",200406,3,2806,117,5495,25,1,49,11,"ILE-DE-FRANCE"
"10760",200406,3,2813,0,6032,55,0,118,76,"OCCITANIE"
"10761",200406,3,346,0,1642,6,0,28,32,"HAUTS-DE-FRANCE"
"10762",200406,3,75,0,294,2,0,9,28,"NORMANDIE"
"10763",200406,3,0,0,0,0,0,0,52,"PAYS-DE-LA-LOIRE"
"10764",200406,3,3211,352,6070,69,8,130,93,"PROVENCE-ALPES-COTE-D-AZUR"
"10765",200405,3,1911,227,3595,35,4,66,44,"GRAND EST"
"10766",200405,3,2449,358,4540,45,7,83,75,"NOUVELLE-AQUITAINE"
"10767",200405,3,2886,587,5185,40,8,72,84,"AUVERGNE-RHONE-ALPES"
"10768",200405,3,1510,255,2765,55,9,101,27,"BOURGOGNE-FRANCHE-COMTE"
"10769",200405,3,2430,646,4214,81,22,140,53,"BRETAGNE"
"10770",200405,3,0,0,0,0,0,0,24,"CENTRE-VAL-DE-LOIRE"
"10771",200405,3,128,0,399,47,0,147,94,"CORSE"
"10772",200405,3,1873,355,3391,17,4,30,11,"ILE-DE-FRANCE"
"10773",200405,3,2773,0,5856,54,0,114,76,"OCCITANIE"
"10774",200405,3,2810,85,5535,48,2,94,32,"HAUTS-DE-FRANCE"
"10775",200405,3,107,0,354,3,0,11,28,"NORMANDIE"
"10776",200405,3,1608,0,3951,48,0,118,52,"PAYS-DE-LA-LOIRE"
"10777",200405,3,3192,155,6229,68,3,133,93,"PROVENCE-ALPES-COTE-D-AZUR"
"10778",200404,3,5556,3047,8065,102,56,148,44,"GRAND EST"
"10779",200404,3,3459,1170,5748,63,21,105,75,"NOUVELLE-AQUITAINE"
"10780",200404,3,6397,2058,10736,89,29,149,84,"AUVERGNE-RHONE-ALPES"
"10781",200404,3,1375,146,2604,50,5,95,27,"BOURGOGNE-FRANCHE-COMTE"
"10782",200404,3,752,0,1504,25,0,50,53,"BRETAGNE"
"10783",200404,3,382,0,911,15,0,36,24,"CENTRE-VAL-DE-LOIRE"
"10784",200404,3,149,0,441,55,0,162,94,"CORSE"
"10785",200404,3,2969,897,5041,26,8,44,11,"ILE-DE-FRANCE"
"10786",200404,3,2889,577,5201,56,11,101,76,"OCCITANIE"
"10787",200404,3,1082,0,2613,18,0,44,32,"HAUTS-DE-FRANCE"
"10788",200404,3,872,0,2292,27,0,71,28,"NORMANDIE"
"10789",200404,3,9546,0,22414,285,0,670,52,"PAYS-DE-LA-LOIRE"
"10790",200404,3,4463,400,8526,96,9,183,93,"PROVENCE-ALPES-COTE-D-AZUR"
"10791",200403,3,4955,2614,7296,91,48,134,44,"GRAND EST"
"10792",200403,3,8213,4787,11639,151,88,214,75,"NOUVELLE-AQUITAINE"
"10793",200403,3,12763,7303,18223,177,101,253,84,"AUVERGNE-RHONE-ALPES"
"10794",200403,3,546,0,1185,20,0,43,27,"BOURGOGNE-FRANCHE-COMTE"
"10795",200403,3,1928,726,3130,64,24,104,53,"BRETAGNE"
"10796",200403,3,1541,375,2707,62,15,109,24,"CENTRE-VAL-DE-LOIRE"
"10797",200403,3,319,0,747,117,0,274,94,"CORSE"
"10798",200403,3,9916,5811,14021,88,52,124,11,"ILE-DE-FRANCE"
"10799",200403,3,1463,0,3368,28,0,65,76,"OCCITANIE"
"10800",200403,3,1041,0,2444,18,0,42,32,"HAUTS-DE-FRANCE"
"10801",200403,3,1149,0,2775,35,0,85,28,"NORMANDIE"
"10802",200403,3,243,0,1307,7,0,39,52,"PAYS-DE-LA-LOIRE"
"10803",200403,3,3963,660,7266,85,14,156,93,"PROVENCE-ALPES-COTE-D-AZUR"
"10804",200402,3,8413,5283,11543,154,97,211,44,"GRAND EST"
"10805",200402,3,9465,5385,13545,174,99,249,75,"NOUVELLE-AQUITAINE"
"10806",200402,3,12670,7907,17433,175,109,241,84,"AUVERGNE-RHONE-ALPES"
"10807",200402,3,4508,2725,6291,164,99,229,27,"BOURGOGNE-FRANCHE-COMTE"
"10808",200402,3,2157,569,3745,72,19,125,53,"BRETAGNE"
"10809",200402,3,6209,3567,8851,250,143,357,24,"CENTRE-VAL-DE-LOIRE"
"10810",200402,3,174,0,515,64,0,189,94,"CORSE"
"10811",200402,3,8340,3911,12769,74,35,113,11,"ILE-DE-FRANCE"
"10812",200402,3,2607,974,4240,51,19,83,76,"OCCITANIE"
"10813",200402,3,4294,124,8464,73,2,144,32,"HAUTS-DE-FRANCE"
"10814",200402,3,631,0,1373,19,0,42,28,"NORMANDIE"
"10815",200402,3,4358,559,8157,130,16,244,52,"PAYS-DE-LA-LOIRE"
"10816",200402,3,9314,4410,14218,200,95,305,93,"PROVENCE-ALPES-COTE-D-AZUR"
"10817",200401,3,6707,2239,11175,123,41,205,44,"GRAND EST"
"10818",200401,3,13849,6295,21403,254,115,393,75,"NOUVELLE-AQUITAINE"
"10819",200401,3,21388,11051,31725,296,153,439,84,"AUVERGNE-RHONE-ALPES"
"10820",200401,3,3085,393,5777,112,14,210,27,"BOURGOGNE-FRANCHE-COMTE"
"10821",200401,3,1778,0,3734,59,0,124,53,"BRETAGNE"
"10822",200401,3,606,0,1257,24,0,50,24,"CENTRE-VAL-DE-LOIRE"
"10823",200401,3,0,NA,NA,0,NA,NA,94,"CORSE"
"10824",200401,3,7437,1861,13013,66,16,116,11,"ILE-DE-FRANCE"
"10825",200401,3,4270,1865,6675,83,36,130,76,"OCCITANIE"
"10826",200401,3,466,0,2881,8,0,49,32,"HAUTS-DE-FRANCE"
"10827",200401,3,1201,0,2504,37,0,77,28,"NORMANDIE"
"10828",200401,3,3070,0,6608,92,0,198,52,"PAYS-DE-LA-LOIRE"
"10829",200401,3,13653,476,26830,293,11,575,93,"PROVENCE-ALPES-COTE-D-AZUR"
"10830",200352,3,0,NA,NA,0,NA,NA,44,"GRAND EST"
"10831",200352,3,811,0,4366,15,0,81,75,"NOUVELLE-AQUITAINE"
"10832",200352,3,12216,0,29669,171,0,415,84,"AUVERGNE-RHONE-ALPES"
"10833",200352,3,921,0,4217,34,0,154,27,"BOURGOGNE-FRANCHE-COMTE"
"10834",200352,3,0,0,0,0,0,0,53,"BRETAGNE"
"10835",200352,3,0,0,0,0,0,0,24,"CENTRE-VAL-DE-LOIRE"
"10836",200352,3,0,NA,NA,0,NA,NA,94,"CORSE"
"10837",200352,3,1789,0,5768,16,0,52,11,"ILE-DE-FRANCE"
"10838",200352,3,0,NA,NA,0,NA,NA,76,"OCCITANIE"
"10839",200352,3,0,0,0,0,0,0,32,"HAUTS-DE-FRANCE"
"10840",200352,3,1032,0,4268,32,0,132,28,"NORMANDIE"
"10841",200352,3,2098,0,5852,63,0,176,52,"PAYS-DE-LA-LOIRE"
"10842",200352,3,0,0,0,0,0,0,93,"PROVENCE-ALPES-COTE-D-AZUR"
"10843",200351,3,35275,25125,45425,648,461,835,44,"GRAND EST"
"10844",200351,3,44907,20507,69307,830,379,1281,75,"NOUVELLE-AQUITAINE"
"10845",200351,3,61078,44745,77411,853,625,1081,84,"AUVERGNE-RHONE-ALPES"
"10846",200351,3,12038,5286,18790,439,193,685,27,"BOURGOGNE-FRANCHE-COMTE"
"10847",200351,3,16297,11214,21380,546,376,716,53,"BRETAGNE"
"10848",200351,3,11204,2071,20337,453,84,822,24,"CENTRE-VAL-DE-LOIRE"
"10849",200351,3,420,0,1309,156,0,486,94,"CORSE"
"10850",200351,3,48133,35087,61179,430,313,547,11,"ILE-DE-FRANCE"
"10851",200351,3,31158,18293,44023,613,360,866,76,"OCCITANIE"
"10852",200351,3,10941,0,25616,186,0,435,32,"HAUTS-DE-FRANCE"
"10853",200351,3,6701,1395,12007,207,43,371,28,"NORMANDIE"
"10854",200351,3,8487,29,16945,255,0,510,52,"PAYS-DE-LA-LOIRE"
"10855",200351,3,40895,23106,58684,882,498,1266,93,"PROVENCE-ALPES-COTE-D-AZUR"
"10856",200350,3,32958,26505,39411,606,487,725,44,"GRAND EST"
"10857",200350,3,53553,45465,61641,990,840,1140,75,"NOUVELLE-AQUITAINE"
"10858",200350,3,58924,51173,66675,823,715,931,84,"AUVERGNE-RHONE-ALPES"
"10859",200350,3,14276,11012,17540,520,401,639,27,"BOURGOGNE-FRANCHE-COMTE"
"10860",200350,3,24850,20527,29173,832,687,977,53,"BRETAGNE"
"10861",200350,3,20244,16332,24156,819,661,977,24,"CENTRE-VAL-DE-LOIRE"
"10862",200350,3,300,0,702,111,0,260,94,"CORSE"
"10863",200350,3,61449,53034,69864,549,474,624,11,"ILE-DE-FRANCE"
"10864",200350,3,39210,27726,50694,772,546,998,76,"OCCITANIE"
"10865",200350,3,18946,12490,25402,321,211,431,32,"HAUTS-DE-FRANCE"
"10866",200350,3,14013,9829,18197,433,304,562,28,"NORMANDIE"
"10867",200350,3,15991,9932,22050,481,299,663,52,"PAYS-DE-LA-LOIRE"
"10868",200350,3,34920,26210,43630,753,565,941,93,"PROVENCE-ALPES-COTE-D-AZUR"
"10869",200349,3,36712,30182,43242,675,555,795,44,"GRAND EST"
"10870",200349,3,48469,41161,55777,896,761,1031,75,"NOUVELLE-AQUITAINE"
"10871",200349,3,51110,43721,58499,714,611,817,84,"AUVERGNE-RHONE-ALPES"
"10872",200349,3,16184,12377,19991,590,451,729,27,"BOURGOGNE-FRANCHE-COMTE"
"10873",200349,3,29232,24387,34077,979,817,1141,53,"BRETAGNE"
"10874",200349,3,28945,24702,33188,1171,999,1343,24,"CENTRE-VAL-DE-LOIRE"
"10875",200349,3,210,0,546,78,0,203,94,"CORSE"
"10876",200349,3,91937,65524,118350,821,585,1057,11,"ILE-DE-FRANCE"
"10877",200349,3,67170,46558,87782,1322,916,1728,76,"OCCITANIE"
"10878",200349,3,20074,13115,27033,341,223,459,32,"HAUTS-DE-FRANCE"
"10879",200349,3,25171,19338,31004,777,597,957,28,"NORMANDIE"
"10880",200349,3,30244,21879,38609,910,658,1162,52,"PAYS-DE-LA-LOIRE"
"10881",200349,3,33858,24007,43709,730,518,942,93,"PROVENCE-ALPES-COTE-D-AZUR"
"10882",200348,3,19732,14972,24492,363,275,451,44,"GRAND EST"
"10883",200348,3,49361,41780,56942,913,773,1053,75,"NOUVELLE-AQUITAINE"
"10884",200348,3,54017,45047,62987,755,630,880,84,"AUVERGNE-RHONE-ALPES"
"10885",200348,3,18872,14837,22907,688,541,835,27,"BOURGOGNE-FRANCHE-COMTE"
"10886",200348,3,19511,15620,23402,653,523,783,53,"BRETAGNE"
"10887",200348,3,30697,25912,35482,1241,1047,1435,24,"CENTRE-VAL-DE-LOIRE"
"10888",200348,3,257,0,629,95,0,233,94,"CORSE"
"10889",200348,3,58585,50274,66896,523,449,597,11,"ILE-DE-FRANCE"
"10890",200348,3,66648,41437,91859,1312,816,1808,76,"OCCITANIE"
"10891",200348,3,33354,25316,41392,566,430,702,32,"HAUTS-DE-FRANCE"
"10892",200348,3,24638,19517,29759,761,603,919,28,"NORMANDIE"
"10893",200348,3,36960,26948,46972,1112,811,1413,52,"PAYS-DE-LA-LOIRE"
"10894",200348,3,17044,6299,27789,368,136,600,93,"PROVENCE-ALPES-COTE-D-AZUR"
"10895",200347,3,13554,8288,18820,249,152,346,44,"GRAND EST"
"10896",200347,3,16895,10002,23788,312,185,439,75,"NOUVELLE-AQUITAINE"
"10897",200347,3,41075,31706,50444,574,443,705,84,"AUVERGNE-RHONE-ALPES"
"10898",200347,3,13891,9380,18402,506,342,670,27,"BOURGOGNE-FRANCHE-COMTE"
"10899",200347,3,11067,8152,13982,371,273,469,53,"BRETAGNE"
"10900",200347,3,15721,11282,20160,636,456,816,24,"CENTRE-VAL-DE-LOIRE"
"10901",200347,3,93,0,317,34,0,117,94,"CORSE"
"10902",200347,3,32888,26639,39137,294,238,350,11,"ILE-DE-FRANCE"
"10903",200347,3,23143,13627,32659,455,268,642,76,"OCCITANIE"
"10904",200347,3,41679,29792,53566,707,505,909,32,"HAUTS-DE-FRANCE"
"10905",200347,3,18886,14612,23160,583,451,715,28,"NORMANDIE"
"10906",200347,3,14677,9020,20334,442,272,612,52,"PAYS-DE-LA-LOIRE"
"10907",200347,3,11283,5645,16921,243,121,365,93,"PROVENCE-ALPES-COTE-D-AZUR"
"10908",200346,3,5888,2041,9735,108,37,179,44,"GRAND EST"
"10909",200346,3,8115,4027,12203,150,74,226,75,"NOUVELLE-AQUITAINE"
"10910",200346,3,16498,11660,21336,230,162,298,84,"AUVERGNE-RHONE-ALPES"
"10911",200346,3,1346,368,2324,49,13,85,27,"BOURGOGNE-FRANCHE-COMTE"
"10912",200346,3,9039,6543,11535,303,219,387,53,"BRETAGNE"
"10913",200346,3,1620,521,2719,66,22,110,24,"CENTRE-VAL-DE-LOIRE"
"10914",200346,3,0,0,0,0,0,0,94,"CORSE"
"10915",200346,3,12743,8215,17271,114,74,154,11,"ILE-DE-FRANCE"
"10916",200346,3,4184,1221,7147,82,24,140,76,"OCCITANIE"
"10917",200346,3,17990,11560,24420,305,196,414,32,"HAUTS-DE-FRANCE"
"10918",200346,3,12944,8704,17184,400,269,531,28,"NORMANDIE"
"10919",200346,3,4451,705,8197,134,21,247,52,"PAYS-DE-LA-LOIRE"
"10920",200346,3,4251,335,8167,92,8,176,93,"PROVENCE-ALPES-COTE-D-AZUR"
"10921",200345,3,10579,6898,14260,194,126,262,44,"GRAND EST"
"10922",200345,3,5598,2374,8822,104,44,164,75,"NOUVELLE-AQUITAINE"
"10923",200345,3,5383,2202,8564,75,31,119,84,"AUVERGNE-RHONE-ALPES"
"10924",200345,3,1018,49,1987,37,2,72,27,"BOURGOGNE-FRANCHE-COMTE"
"10925",200345,3,8504,6037,10971,285,202,368,53,"BRETAGNE"
"10926",200345,3,1823,0,4343,74,0,176,24,"CENTRE-VAL-DE-LOIRE"
"10927",200345,3,0,0,0,0,0,0,94,"CORSE"
"10928",200345,3,7015,3838,10192,63,35,91,11,"ILE-DE-FRANCE"
"10929",200345,3,3719,62,7376,73,1,145,76,"OCCITANIE"
"10930",200345,3,16453,7692,25214,279,130,428,32,"HAUTS-DE-FRANCE"
"10931",200345,3,12219,7091,17347,377,219,535,28,"NORMANDIE"
"10932",200345,3,1003,0,2969,30,0,89,52,"PAYS-DE-LA-LOIRE"
"10933",200345,3,861,0,2347,19,0,51,93,"PROVENCE-ALPES-COTE-D-AZUR"
"10934",200344,3,3081,1199,4963,57,22,92,44,"GRAND EST"
"10935",200344,3,1896,0,3826,35,0,71,75,"NOUVELLE-AQUITAINE"
"10936",200344,3,4846,1861,7831,68,26,110,84,"AUVERGNE-RHONE-ALPES"
"10937",200344,3,2044,556,3532,75,21,129,27,"BOURGOGNE-FRANCHE-COMTE"
"10938",200344,3,5089,2852,7326,170,95,245,53,"BRETAGNE"
"10939",200344,3,417,0,1292,17,0,52,24,"CENTRE-VAL-DE-LOIRE"
"10940",200344,3,0,NA,NA,0,NA,NA,94,"CORSE"
"10941",200344,3,4653,2197,7109,42,20,64,11,"ILE-DE-FRANCE"
"10942",200344,3,1171,0,3358,23,0,66,76,"OCCITANIE"
"10943",200344,3,8117,2735,13499,138,47,229,32,"HAUTS-DE-FRANCE"
"10944",200344,3,13250,7935,18565,409,245,573,28,"NORMANDIE"
"10945",200344,3,0,0,0,0,0,0,52,"PAYS-DE-LA-LOIRE"
"10946",200344,3,816,0,2066,18,0,45,93,"PROVENCE-ALPES-COTE-D-AZUR"
"10947",200343,3,2178,570,3786,40,10,70,44,"GRAND EST"
"10948",200343,3,3635,479,6791,67,9,125,75,"NOUVELLE-AQUITAINE"
"10949",200343,3,3372,892,5852,47,12,82,84,"AUVERGNE-RHONE-ALPES"
"10950",200343,3,1064,12,2116,39,1,77,27,"BOURGOGNE-FRANCHE-COMTE"
"10951",200343,3,5033,2768,7298,169,93,245,53,"BRETAGNE"
"10952",200343,3,417,0,1292,17,0,52,24,"CENTRE-VAL-DE-LOIRE"
"10953",200343,3,0,NA,NA,0,NA,NA,94,"CORSE"
"10954",200343,3,47136,15496,78776,421,138,704,11,"ILE-DE-FRANCE"
"10955",200343,3,0,0,0,0,0,0,76,"OCCITANIE"
"10956",200343,3,2111,0,4859,36,0,83,32,"HAUTS-DE-FRANCE"
"10957",200343,3,5288,2094,8482,163,64,262,28,"NORMANDIE"
"10958",200343,3,0,0,0,0,0,0,52,"PAYS-DE-LA-LOIRE"
"10959",200343,3,1905,0,3843,41,0,83,93,"PROVENCE-ALPES-COTE-D-AZUR"
"10960",200342,3,4268,2065,6471,78,38,118,44,"GRAND EST"
